LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 97.23866589662143, 0.11550678602367889, 31.116373086918856, 0.55029296875, 0.015625, 255.95249406175773,
1, 97.23866589662143, 0.11550678602367889, 31.116373086918856, 0.55029296875, 0.015625, 255.95249406175773,
2, 97.23866589662143, 0.11550678602367889, 31.116373086918856, 0.55029296875, 0.015625, 255.95249406175773,
3, 203.95717413574914, 1.0284635317276982, 28.55400437900488, 4.20921875, 0.25, 255.98847469836124,
4, 203.95717413574914, 1.0284635317276982, 28.55400437900488, 4.20921875, 0.25, 255.98847469836124,
5, 203.95717413574914, 1.0284635317276982, 28.55400437900488, 4.20921875, 0.25, 255.98847469836124,
6, 8.697402540324353, 0.006328835757922032, 15.462048960576627, 0.1125, 0.000703125, 255.86036363636364,
7, 125.64305949008498, 0.7678720213297784, 27.92067988668555, 0.45, 0.0225, 255.80458015267175,
8, 87.34001542020046, 4.7370855821125675, 38.817784631200205, 0.225, 0.09, 256.0,
9, 44.64817908453057, 24.633478115603072, 29.76545272302038, 0.1125, 0.36, 256.0,
10, 21.38875305623472, 0.46943765281173594, 50.69926650366748, 0.170859375, 0.0084375, 256.0,
11, 149.63051205687387, 3.5415505812277837, 49.87683735229129, 0.91125, 0.18, 256.0,
12, 103.53753235547886, 21.20448662640207, 57.52085130859937, 0.455625, 0.72, 255.91810620601407,
13, 36.466915805671576, 64.83007254341614, 40.51879533963508, 0.1225, 1.44, 256.0,
14, 8.09159232984477, 82.85790545761046, 8.09159232984477, 0.06125, 5.76, 256.0,
15, 26.587304441647184, 0.03452616435892825, 63.021758676497036, 0.735, 0.0084375, 256.0,
16, 180.57361971137652, 1.9102002746327436, 120.38241314091769, 3.92, 0.36, 256.0,
17, 182.47770112445, 16.019990222173938, 202.7530012493889, 1.96, 1.44, 256.0,
18, 120.0157195145444, 45.44973993450202, 120.0157195145444, 0.98, 5.76, 256.0,
19, 40.51112671326963, 72.01978082359047, 40.51112671326963, 0.49, 5.76, 256.0,
20, 8.091308165057068, 82.85499561018437, 8.091308165057068, 0.1225, 5.76, 256.0,
21, 26.587304441647184, 0.03452616435892825, 63.021758676497036, 0.735, 0.0084375, 256.0,
22, 180.57361971137652, 1.9102002746327436, 120.38241314091769, 3.92, 0.36, 256.0,
23, 182.47770112445, 16.019990222173938, 202.7530012493889, 1.96, 1.44, 256.0,
24, 120.0157195145444, 45.44973993450202, 120.0157195145444, 0.98, 5.76, 256.0,
25, 40.51112671326963, 72.01978082359047, 40.51112671326963, 0.49, 5.76, 256.0,
26, 8.091308165057068, 82.85499561018437, 8.091308165057068, 0.1225, 5.76, 256.0,
27, 138.25884181888847, 0.7312864360668481, 60.1943256898562, 0.735, 0.0459375, 256.0,
28, 108.43628662195552, 6.024238145664196, 13.735262972114366, 0.735, 0.75, 256.0,
29, 97.17753389283409, 7.9328599096191095, 32.392511297611364, 0.735, 0.06, 256.0,
30, 29.561883646273586, 14.189704150211321, 5.542853183676297, 0.49, 3.0, 255.863539445629,
31, 52.1851274050962, 51.1201248049922, 39.13884555382215, 0.49, 0.48, 256.0,
32, 12.50935869898742, 65.35501687634243, 15.396133783369132, 0.1990625, 1.04, 256.0,
33, 2.945758391162725, 41.895230452092086, 1.486475003540575, 0.1990625, 6.5, 256.0,
34, 138.25884181888847, 0.7312864360668481, 60.1943256898562, 0.735, 0.0459375, 256.0,
35, 108.43628662195552, 6.024238145664196, 13.735262972114366, 0.735, 0.75, 256.0,
36, 97.17753389283409, 7.9328599096191095, 32.392511297611364, 0.735, 0.06, 256.0,
37, 29.561883646273586, 14.189704150211321, 5.542853183676297, 0.49, 3.0, 255.863539445629,
38, 52.1851274050962, 51.1201248049922, 39.13884555382215, 0.49, 0.48, 256.0,
39, 12.50935869898742, 65.35501687634243, 15.396133783369132, 0.1990625, 1.04, 256.0,
40, 2.945758391162725, 41.895230452092086, 1.486475003540575, 0.1990625, 6.5, 256.0,
41, 152.0702580353101, 3.3376188320507016, 50.690086011770035, 0.98, 0.18, 256.0,
42, 33.51432129514321, 10.201743462017435, 134.05728518057285, 0.245, 0.08, 256.0,
43, 108.02496878901373, 20.454431960049938, 60.01387154945208, 0.49, 0.72, 256.0,
44, 29.07622412922766, 33.08228167592125, 58.15244825845532, 0.1225, 0.32, 256.0,
45, 52.21227887617066, 68.19562955254943, 52.21227887617066, 0.245, 0.32, 256.0,
46, 40.5148369764318, 72.02637684698986, 40.5148369764318, 0.245, 2.88, 256.0,
47, 19.74570653811389, 78.98282615245556, 19.74570653811389, 0.06125, 1.28, 256.0,
48, 15.396133783369132, 80.43694384780608, 15.396133783369132, 0.1225, 1.28, 256.0,
49, 5.238270322116538, 83.8123251538646, 5.238270322116538, 0.16, 5.12, 256.0,
50, 152.0702580353101, 3.3376188320507016, 50.690086011770035, 0.98, 0.18, 256.0,
51, 33.51432129514321, 10.201743462017435, 134.05728518057285, 0.245, 0.08, 256.0,
52, 108.02496878901373, 20.454431960049938, 60.01387154945208, 0.49, 0.72, 256.0,
53, 29.07622412922766, 33.08228167592125, 58.15244825845532, 0.1225, 0.32, 256.0,
54, 52.21227887617066, 68.19562955254943, 52.21227887617066, 0.245, 0.32, 256.0,
55, 40.5148369764318, 72.02637684698986, 40.5148369764318, 0.245, 2.88, 256.0,
56, 19.74570653811389, 78.98282615245556, 19.74570653811389, 0.06125, 1.28, 256.0,
57, 15.396133783369132, 80.43694384780608, 15.396133783369132, 0.1225, 1.28, 256.0,
58, 5.238270322116538, 83.8123251538646, 5.238270322116538, 0.16, 5.12, 256.0,
59, 24.325063523433087, 0.05646527385657821, 62.272162619988706, 0.55029296875, 0.0078125, 255.99071521833744,
60, 186.7327210404997, 0.4402775621349831, 62.24424034683324, 8.75, 0.18, 256.0,
61, 205.39129447817945, 3.874165295197019, 115.0191249077805, 8.75, 1.0, 256.0,
62, 206.36115425488433, 4.017984141257255, 114.64508569715797, 4.375, 0.72, 256.0,
63, 167.59511522805218, 26.25725183499471, 174.29891983717428, 4.375, 4.0, 256.0,
64, 168.5435892352679, 29.23249244188928, 168.5435892352679, 2.1, 2.88, 256.0,
65, 83.2296604345451, 57.74198664293644, 83.2296604345451, 2.1, 8.0, 256.0,
